file_path,folder_name,param_hash,experiment_type,args_problem_type,args_seed,args_prefix,args_model_type,args_num_layers,args_repeat_lift_layers,args_num_layers_project,args_rank,args_dropout,args_hidden_channels,args_norm,args_heads,args_finetune_from,args_lift_file,args_lr,args_batch_size,args_valid_freq,args_save_freq,args_penalty,args_stepwise,args_steps,args_epochs,args_train_fraction,args_dataset,args_data_seed,args_parallel,args_num_graphs,args_infinite,args_gen_n,args_gen_m,args_gen_k,args_gen_p,args_positional_encoding,args_pe_dimension,args_split_seed,args_log_dir,args_device,args_model_folder,args_model_file,args_test_prefix,args_use_val_set,args_test_problem_type,args_test_seed,args_test_device,args_stop_early_testing,args_num_test_attempts,stats_mean_raw_score,stats_std_raw_score,stats_mean_ratio (valid),stats_std_ratio (valid),stats_num_valid_ratios,stats_total_time_sec,stats_avg_time_per_instance_sec,stats_num_instances_evaluated,args_run_artifact_dir
training_runs/max_cut_ER_100_200/paramhash:5fb94d104577fa696d78a32c460e1787ee2735f09b96f2a720db7c1ba9dd16f0/ErdosRenyi_eval@@MAX_CUT_results__20250519_235834.json,max_cut_ER_100_200,paramhash:5fb94d104577fa696d78a32c460e1787ee2735f09b96f2a720db7c1ba9dd16f0,Normal,max_cut,42,max_cut_ER_100_200,LiftMP,16,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,ErdosRenyi,0,20,1000,True,"[100, 200]",,,,random_walk,8,0,training_runs/max_cut_ER_100_200/paramhash:5fb94d104577fa696d78a32c460e1787ee2735f09b96f2a720db7c1ba9dd16f0,cpu,training_runs/max_cut_ER_100_200/paramhash:5fb94d104577fa696d78a32c460e1787ee2735f09b96f2a720db7c1ba9dd16f0,best_model.pt,,False,,,,False,100,2171.0,823.5277014162912,,,0,347.5614175796509,5.430647149682045,64,
training_runs/vertex_cover_BA_50_100/paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595/BarabasiAlbert_eval@@VERTEX_COVER_results__20250519_221334.json,vertex_cover_BA_50_100,paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595,Normal,vertex_cover,42,vertex_cover_BA_50_100,LiftMP,8,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,BarabasiAlbert,0,20,100,True,"[50, 100]",,,,random_walk,8,0,training_runs/vertex_cover_BA_50_100/paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595,cpu,/teamspace/studios/this_studio/bespoke-gnn4do/training_runs/vertex_cover_BA_50_100/paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595,best_model.pt,,False,,,,False,100,-68.34375,14.990850073878399,,,0,101.5777177810669,1.5871518403291702,64,
training_runs/vertex_cover_BA_50_100/paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595/BarabasiAlbert_eval@@VERTEX_COVER_results__20250520_030219.json,vertex_cover_BA_50_100,paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595,Normal,vertex_cover,42,vertex_cover_BA_50_100,LiftMP,8,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,BarabasiAlbert,0,20,100,True,"[50, 100]",,,,random_walk,8,0,training_runs/vertex_cover_BA_50_100/paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595,cpu,training_runs/vertex_cover_BA_50_100/paramhash:155d4955671ff48d507cf775b22094f4c96d3f9610848fe223694b67f06ec595,best_model.pt,,False,,,,False,100,-68.34375,14.990850073878399,,,0,106.36654019355774,1.6619771905243397,64,
training_runs/vertex_cover_WS_100_200/paramhash:816d354e64e3e4c105b310fa36a54028c2d86c2723435253d82d00075327f4a9/WattsStrogatz_eval@@VERTEX_COVER_results__20250520_044527.json,vertex_cover_WS_100_200,paramhash:816d354e64e3e4c105b310fa36a54028c2d86c2723435253d82d00075327f4a9,Normal,vertex_cover,42,vertex_cover_WS_100_200,LiftMP,16,,4,32,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,WattsStrogatz,0,20,1000,True,"[100, 200]",,,,random_walk,8,0,training_runs/vertex_cover_WS_100_200/paramhash:816d354e64e3e4c105b310fa36a54028c2d86c2723435253d82d00075327f4a9,cpu,training_runs/vertex_cover_WS_100_200/paramhash:816d354e64e3e4c105b310fa36a54028c2d86c2723435253d82d00075327f4a9,best_model.pt,,False,,,,False,100,-132.21875,26.528562879234524,,,0,171.3835790157318,2.6778684221208096,64,
training_runs/max_cut_HK_50_100/paramhash:e700faf8fdd61bdff68d32d75b3adbdd02cf166e80e532ea05bdb98d0ebc9455/PowerlawCluster_eval@@MAX_CUT_results__20250520_001614.json,max_cut_HK_50_100,paramhash:e700faf8fdd61bdff68d32d75b3adbdd02cf166e80e532ea05bdb98d0ebc9455,Normal,max_cut,42,max_cut_HK_50_100,LiftMP,16,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,PowerlawCluster,0,20,1000,True,"[50, 100]",,,,random_walk,8,0,training_runs/max_cut_HK_50_100/paramhash:e700faf8fdd61bdff68d32d75b3adbdd02cf166e80e532ea05bdb98d0ebc9455,cpu,training_runs/max_cut_HK_50_100/paramhash:e700faf8fdd61bdff68d32d75b3adbdd02cf166e80e532ea05bdb98d0ebc9455,best_model.pt,,False,,,,False,100,392.46875,83.89706653654524,,,0,98.85952687263489,1.5446801073849201,64,
training_runs/vertex_cover_ER_50_100/paramhash:0c650fa814320dea47a796e2620bf77abad3bf624a3b603d8b20bf5f4490b312/ErdosRenyi_eval@@VERTEX_COVER_results__20250520_034301.json,vertex_cover_ER_50_100,paramhash:0c650fa814320dea47a796e2620bf77abad3bf624a3b603d8b20bf5f4490b312,Normal,vertex_cover,42,vertex_cover_ER_50_100,LiftMP,8,,4,4,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,ErdosRenyi,0,20,1000,True,"[50, 100]",,,,random_walk,2,0,training_runs/vertex_cover_ER_50_100/paramhash:0c650fa814320dea47a796e2620bf77abad3bf624a3b603d8b20bf5f4490b312,cpu,training_runs/vertex_cover_ER_50_100/paramhash:0c650fa814320dea47a796e2620bf77abad3bf624a3b603d8b20bf5f4490b312,best_model.pt,,False,,,,False,100,-64.0625,15.139842923557694,,,0,175.7491750717163,2.7460808604955673,64,
training_runs/vertex_cover_HK_50_100/paramhash:f0f9d355594fc4670a3fbf0d40bf097b88f849c407268336ec22b37821f3fce8/PowerlawCluster_eval@@VERTEX_COVER_results__20250520_041138.json,vertex_cover_HK_50_100,paramhash:f0f9d355594fc4670a3fbf0d40bf097b88f849c407268336ec22b37821f3fce8,Normal,vertex_cover,42,vertex_cover_HK_50_100,LiftMP,16,,4,32,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,PowerlawCluster,0,20,1000,True,"[50, 100]",,,,random_walk,8,0,training_runs/vertex_cover_HK_50_100/paramhash:f0f9d355594fc4670a3fbf0d40bf097b88f849c407268336ec22b37821f3fce8,cpu,training_runs/vertex_cover_HK_50_100/paramhash:f0f9d355594fc4670a3fbf0d40bf097b88f849c407268336ec22b37821f3fce8,best_model.pt,,False,,,,False,100,-65.15625,14.658848383740791,,,0,209.5744550228119,3.2746008597314358,64,
training_runs/max_cut_WS_100_200/paramhash:3fb670175f3cf4c687a3f3663a24848dfdd987099a8deb042c050bc9fae6298d/WattsStrogatz_eval@@MAX_CUT_results__20250520_001813.json,max_cut_WS_100_200,paramhash:3fb670175f3cf4c687a3f3663a24848dfdd987099a8deb042c050bc9fae6298d,Normal,max_cut,42,max_cut_WS_100_200,LiftMP,8,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,WattsStrogatz,0,20,1000,True,"[100, 200]",,,,random_walk,8,0,training_runs/max_cut_WS_100_200/paramhash:3fb670175f3cf4c687a3f3663a24848dfdd987099a8deb042c050bc9fae6298d,cpu,training_runs/max_cut_WS_100_200/paramhash:3fb670175f3cf4c687a3f3663a24848dfdd987099a8deb042c050bc9fae6298d,best_model.pt,,False,,,,False,100,499.875,95.68560171206533,,,0,93.02782011032104,1.4535596892237663,64,
training_runs/max_cut_BA_400_500/paramhash:bb81813d85b8a4e734baebbaca173b9af30db229d3ac17f3d30eb2cca69bc258/BarabasiAlbert_eval@@MAX_CUT_results__20250519_234830.json,max_cut_BA_400_500,paramhash:bb81813d85b8a4e734baebbaca173b9af30db229d3ac17f3d30eb2cca69bc258,Normal,max_cut,42,max_cut_BA_400_500,LiftMP,16,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,BarabasiAlbert,0,20,1000,True,"[400, 500]",,,,random_walk,8,0,training_runs/max_cut_BA_400_500/paramhash:bb81813d85b8a4e734baebbaca173b9af30db229d3ac17f3d30eb2cca69bc258,cpu,training_runs/max_cut_BA_400_500/paramhash:bb81813d85b8a4e734baebbaca173b9af30db229d3ac17f3d30eb2cca69bc258,best_model.pt,,False,,,,False,100,2590.1875,168.10700414839948,,,0,469.77184772491455,7.34018512070179,64,
training_runs/max_cut_WS_50_100/paramhash:cd59333647e575469f3c42b29d72f7882d28747c5442212c9268310421ac39b2/WattsStrogatz_eval@@MAX_CUT_results__20250520_002434.json,max_cut_WS_50_100,paramhash:cd59333647e575469f3c42b29d72f7882d28747c5442212c9268310421ac39b2,Normal,max_cut,42,max_cut_WS_50_100,LiftMP,8,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,WattsStrogatz,0,20,1000,True,"[50, 100]",,,,random_walk,8,0,training_runs/max_cut_WS_50_100/paramhash:cd59333647e575469f3c42b29d72f7882d28747c5442212c9268310421ac39b2,cpu,training_runs/max_cut_WS_50_100/paramhash:cd59333647e575469f3c42b29d72f7882d28747c5442212c9268310421ac39b2,best_model.pt,,False,,,,False,100,253.96875,45.72675938044921,,,0,63.103872299194336,0.9859980046749115,64,
training_runs/max_cut_ER_50_100/paramhash:e5dcef15ccf76bebe4ca40e565cbf27520e298bed5f0fdcead65c82dece59eec/ErdosRenyi_eval@@MAX_CUT_results__20250520_000120.json,max_cut_ER_50_100,paramhash:e5dcef15ccf76bebe4ca40e565cbf27520e298bed5f0fdcead65c82dece59eec,Normal,max_cut,42,max_cut_ER_50_100,LiftMP,16,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,ErdosRenyi,0,20,1000,True,"[50, 100]",,,,random_walk,8,0,training_runs/max_cut_ER_50_100/paramhash:e5dcef15ccf76bebe4ca40e565cbf27520e298bed5f0fdcead65c82dece59eec,cpu,training_runs/max_cut_ER_50_100/paramhash:e5dcef15ccf76bebe4ca40e565cbf27520e298bed5f0fdcead65c82dece59eec,best_model.pt,,False,,,,False,100,592.1875,222.32372757704024,,,0,130.64052033424377,2.041258130222559,64,
training_runs/vertex_cover_HK_400_500/paramhash:29f7c40358185910c2fc65bc1afef7898af44f50b623da48037b1765fd886ce7/PowerlawCluster_eval@@VERTEX_COVER_results__20250520_040738.json,vertex_cover_HK_400_500,paramhash:29f7c40358185910c2fc65bc1afef7898af44f50b623da48037b1765fd886ce7,Normal,vertex_cover,42,vertex_cover_HK_400_500,LiftMP,16,,4,32,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,PowerlawCluster,0,20,1000,True,"[400, 500]",,,,random_walk,8,0,training_runs/vertex_cover_HK_400_500/paramhash:29f7c40358185910c2fc65bc1afef7898af44f50b623da48037b1765fd886ce7,cpu,training_runs/vertex_cover_HK_400_500/paramhash:29f7c40358185910c2fc65bc1afef7898af44f50b623da48037b1765fd886ce7,best_model.pt,,False,,,,False,100,-439.953125,27.582506734058363,,,0,925.7373144626617,14.46464553847909,64,
training_runs/max_cut_BA_100_200/paramhash:09e2fa7556bddd7f19bf15fecb6e4a1a1231da361950cd8a43f04b3413da10f7/BarabasiAlbert_eval@@MAX_CUT_results__20250519_233826.json,max_cut_BA_100_200,paramhash:09e2fa7556bddd7f19bf15fecb6e4a1a1231da361950cd8a43f04b3413da10f7,Normal,max_cut,42,max_cut_BA_100_200,LiftMP,16,,4,16,0.0,32,BatchNorm,4,,,0.001,32,1000,1000,0.003,True,20000,100,0.8,BarabasiAlbert,0,20,1000,True,"[100, 200]",,,,random_walk,8,0,training_runs/max_cut_BA_100_200/paramhash:09e2fa7556bddd7f19bf15fecb6e4a1a1231da361950cd8a43f04b3413da10f7,cpu,training_runs/max_cut_BA_100_200/paramhash:09e2fa7556bddd7f19bf15fecb6e4a1a1231da361950cd8a43f04b3413da10f7,best_model.pt,,False,,,,False,100,840.875,166.69015980255102,,,0,150.24881792068481,2.3476377800107002,64,
